,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_tenure_ratio
5810,70,0,2,2,115.15,8250.0,1,117.85714285714286
5811,60,0,1,1,59.8,3561.15,1,59.3525
5812,69,0,1,3,26.3,1763.55,1,25.55869565217392
5813,35,0,0,3,70.55,2419.0,1,69.11428571428571
5814,22,0,0,1,20.05,470.2,1,21.37272727272727
5815,66,0,2,4,79.85,5234.95,1,79.31742424242424
5816,1,0,0,3,70.3,70.3,0,70.3
5817,1,0,0,4,79.35,79.35,0,79.35
5818,34,0,0,2,90.05,3097.0,1,91.08823529411764
5819,72,0,2,4,24.45,1709.1,1,23.7375
5820,31,1,1,3,59.95,1848.8,1,59.63870967741936
5821,30,0,1,4,25.35,723.3,1,24.11
5822,9,0,0,4,90.8,809.75,0,89.97222222222223
5823,20,0,0,3,70.45,1470.95,0,73.5475
5824,19,1,0,2,34.3,577.15,1,30.376315789473683
5825,65,0,0,3,105.05,6914.95,1,106.38384615384616
5826,30,0,2,1,19.3,602.9,1,20.096666666666668
5827,6,0,1,1,19.15,124.4,1,20.73333333333333
5828,2,1,0,3,51.4,96.8,1,48.4
5829,53,0,0,3,71.85,3827.9,1,72.22452830188679
5830,7,0,0,3,75.4,533.05,1,76.14999999999999
5831,61,0,1,4,49.7,2961.4,1,48.54754098360656
5832,70,1,1,3,45.25,3264.45,0,46.635
5833,13,0,0,3,78.75,995.35,1,76.56538461538462
5834,35,0,1,4,81.6,2815.25,1,80.43571428571428
5835,2,0,0,2,70.4,154.8,1,77.4
5836,3,0,0,3,75.8,246.3,0,82.10000000000001
5837,3,0,0,3,76.1,257.6,1,85.86666666666667
5838,62,0,1,4,94.0,5757.2,1,92.85806451612903
5839,72,0,2,2,103.95,7517.7,1,104.4125
5840,63,0,2,4,19.95,1234.8,1,19.6
5841,20,0,0,2,71.3,1389.2,0,69.46000000000001
5842,35,0,1,4,110.8,3836.3,1,109.60857142857144
5843,21,0,0,3,69.1,1474.75,0,70.22619047619048
5844,62,0,1,3,96.1,6001.45,1,96.79758064516128
5845,15,0,0,1,48.8,720.1,1,48.00666666666667
5846,55,0,0,2,50.55,2832.75,1,51.50454545454546
5847,11,0,0,1,44.65,472.25,1,42.93181818181818
5848,17,0,0,3,88.25,1460.65,0,85.92058823529412
5849,61,0,1,4,19.45,1336.35,1,21.90737704918033
5850,71,0,2,2,89.3,6388.65,1,89.98098591549295
5851,2,0,0,4,70.0,153.05,0,76.525
5852,35,0,2,1,19.25,677.9,1,19.36857142857143
5853,17,0,0,4,70.5,1165.6,1,68.56470588235294
5854,21,0,0,3,97.35,2119.5,0,100.92857142857144
5855,47,0,2,4,19.65,921.55,1,19.60744680851064
5856,3,0,0,1,20.85,72.0,1,24.0
5857,3,0,0,1,19.65,68.35,1,22.78333333333333
5858,44,0,2,2,19.35,847.25,1,19.255681818181817
5859,1,0,0,1,44.0,44.0,1,44.0
5860,44,0,1,3,94.4,4295.35,1,97.62159090909093
5861,5,0,0,4,25.9,135.0,0,27.0
5862,24,0,0,4,55.65,1400.55,0,58.35625
5863,1,0,0,3,69.65,69.65,0,69.65
5864,18,0,0,3,75.4,1380.4,1,76.6888888888889
5865,10,0,0,3,100.6,1060.2,0,106.02
5866,65,0,2,4,71.0,4386.2,1,67.48
5867,1,0,0,3,86.0,86.0,0,86.0
5868,53,0,1,2,106.95,5785.5,0,109.16037735849056
5869,3,0,1,1,21.2,52.05,1,17.349999999999998
5870,33,0,2,1,61.05,2018.4,1,61.16363636363637
5871,3,1,0,3,29.6,79.45,0,26.48333333333333
5872,34,0,1,4,79.95,2727.3,1,80.21470588235294
5873,14,0,2,1,19.7,263.65,1,18.832142857142856
5874,13,0,0,1,20.3,275.4,1,21.184615384615384
5875,46,1,1,4,59.9,2816.65,0,61.23152173913044
5876,23,0,1,1,24.35,538.5,1,23.41304347826087
5877,47,0,2,1,19.75,948.9,1,20.18936170212766
5878,17,0,0,1,50.3,846.8,1,49.811764705882354
5879,49,0,0,3,95.6,4783.5,0,97.62244897959184
5880,59,1,0,3,50.25,2997.45,1,50.80423728813559
5881,69,0,2,2,85.35,5897.4,1,85.4695652173913
5882,11,1,1,3,41.6,470.6,0,42.78181818181818
5883,10,0,0,1,51.65,524.5,1,52.45
5884,12,0,2,4,24.0,269.65,1,22.47083333333333
5885,45,0,0,2,100.85,4740.0,0,105.33333333333331
5886,39,0,0,1,59.85,2341.5,1,60.03846153846154
5887,71,0,2,2,25.45,1789.65,1,25.20633802816901
5888,71,0,2,2,23.9,1626.4,1,22.907042253521126
5889,33,0,1,2,24.15,800.3,1,24.25151515151515
5890,67,0,0,1,75.7,5060.85,1,75.53507462686568
5891,37,1,0,4,40.2,1448.8,0,39.15675675675676
5892,49,0,0,3,84.5,4254.85,0,86.83367346938776
5893,9,0,0,1,50.85,466.6,1,51.84444444444445
5894,52,0,2,2,91.6,4627.8,1,88.99615384615385
5895,70,0,1,3,98.9,6838.6,1,97.69428571428573
5896,1,0,0,3,85.0,85.0,1,85.0
5897,14,0,0,3,78.95,1101.85,0,78.70357142857142
5898,1,0,0,1,44.3,44.3,1,44.3
5899,1,0,0,1,20.2,20.2,0,20.2
5900,52,0,1,1,80.2,4297.6,1,82.64615384615385
5901,6,0,0,1,60.9,414.1,1,69.01666666666667
5902,7,1,0,1,34.2,256.6,1,36.65714285714286
5903,47,0,0,4,85.2,3969.35,0,84.45425531914893
5904,26,0,1,2,87.15,2274.1,1,87.46538461538461
5905,25,0,0,3,54.3,1296.8,1,51.872
5906,69,0,2,1,19.1,1268.85,1,18.389130434782608
5907,72,0,2,2,112.75,8192.6,1,113.78611111111113
5908,4,0,0,1,19.95,59.25,1,14.8125
5909,59,0,2,1,19.5,1147.85,1,19.45508474576271
5910,67,0,2,4,65.55,4361.55,1,65.09776119402986
5911,26,0,0,3,78.8,2006.1,1,77.1576923076923
5912,27,0,1,1,78.2,2078.95,1,76.99814814814815
5913,72,0,2,4,105.25,7609.75,1,105.69097222222224
5914,6,0,0,3,89.25,487.05,1,81.175
5915,62,0,2,2,20.65,1218.45,1,19.65241935483871
5916,20,0,1,3,68.7,1416.2,1,70.81
5917,6,0,0,2,78.65,483.3,1,80.55
5918,51,0,2,1,24.75,1234.6,1,24.2078431372549
5919,61,0,2,2,19.75,1311.6,1,21.50163934426229
5920,62,0,0,3,89.1,5618.3,1,90.61774193548388
5921,72,0,2,4,84.7,6185.15,1,85.9048611111111
5922,13,0,0,3,98.0,1237.85,0,95.21923076923076
5923,5,0,0,3,94.45,498.1,0,99.62
5924,3,0,0,3,105.0,294.45,0,98.15
5925,26,0,0,3,93.85,2381.55,0,91.59807692307692
5926,13,0,0,3,59.9,788.35,1,60.642307692307696
5927,38,0,2,1,19.95,756.4,1,19.905263157894737
5928,8,0,0,3,84.0,613.4,0,76.675
5929,34,0,0,3,108.9,3625.2,1,106.62352941176472
5930,18,1,0,1,33.6,550.35,1,30.575000000000003
5931,56,0,1,1,85.85,4793.8,1,85.60357142857143
5932,36,1,0,4,34.85,1267.2,1,35.2
5933,9,1,0,3,48.75,442.2,0,49.13333333333333
5934,1,0,0,3,84.85,84.85,0,84.85
5935,12,0,0,1,56.65,654.85,0,54.57083333333333
5936,57,0,0,2,95.3,5567.45,1,97.67456140350878
5937,42,0,1,2,73.9,3160.55,0,75.25119047619049
5938,33,0,2,1,24.5,740.3,0,22.433333333333334
5939,70,0,2,4,84.6,5706.2,1,81.51714285714286
5940,68,1,0,3,44.95,3085.35,1,45.37279411764706
5941,1,1,0,3,24.7,24.7,1,24.7
5942,37,0,0,2,100.3,3541.4,1,95.71351351351352
5943,4,0,0,1,25.45,84.2,1,21.05
5944,1,0,0,1,50.7,50.7,1,50.7
5945,20,1,0,2,55.0,1165.55,1,58.2775
5946,72,0,2,4,68.4,4855.35,1,67.43541666666667
5947,31,0,0,3,89.9,2806.9,0,90.54516129032258
5948,18,0,0,3,78.55,1422.65,0,79.03611111111111
5949,11,0,0,4,55.05,608.15,1,55.28636363636363
5950,33,0,2,2,19.8,641.35,1,19.434848484848487
5951,62,0,1,3,84.45,4959.15,1,79.98629032258064
5952,1,1,0,1,35.9,35.9,1,35.9
5953,16,0,0,4,80.75,1321.3,1,82.58125
5954,22,0,1,1,78.65,1663.75,1,75.625
5955,49,0,0,4,61.75,3024.15,1,61.71734693877551
5956,36,0,1,2,63.7,2188.5,1,60.79166666666666
5957,42,0,0,3,99.45,4138.05,0,98.525
5958,4,1,0,4,25.2,102.5,0,25.625
5959,12,0,1,1,74.05,872.65,0,72.72083333333333
5960,31,0,0,3,87.6,2724.25,1,87.87903225806451
5961,5,0,0,3,89.15,413.25,1,82.65
5962,66,0,2,2,20.0,1374.2,1,20.82121212121212
5963,15,0,0,2,55.0,757.1,0,50.473333333333336
5964,64,0,2,4,104.4,6692.65,1,104.57265625
5965,10,0,0,2,20.05,218.5,1,21.85
5966,7,0,0,3,89.75,608.8,0,86.97142857142856
5967,29,1,0,3,34.3,1004.75,1,34.64655172413793
5968,57,0,2,4,20.65,1125.6,1,19.74736842105263
5969,46,0,0,1,84.25,3847.6,1,83.64347826086956
5970,53,0,2,4,19.65,978.0,1,18.452830188679247
5971,17,0,1,2,79.85,1387.35,1,81.60882352941177
5972,38,0,2,1,20.2,746.05,1,19.632894736842104
5973,15,0,1,1,19.8,304.6,1,20.30666666666667
5974,22,1,0,3,50.35,1098.85,1,49.94772727272727
5975,14,0,0,3,85.15,1139.2,0,81.37142857142858
5976,57,0,1,4,74.6,4368.95,1,76.64824561403509
5977,11,0,0,2,79.15,827.7,1,75.24545454545455
5978,1,0,2,1,20.35,20.35,1,20.35
5979,12,0,2,4,21.05,262.05,1,21.8375
5980,3,0,0,3,94.6,279.55,0,93.18333333333334
5981,36,0,0,3,94.7,3512.5,1,97.56944444444444
5982,16,0,0,3,94.25,1483.25,0,92.703125
5983,65,0,1,2,72.45,4653.85,0,71.59769230769231
5984,2,0,0,3,74.95,151.75,1,75.875
5985,42,0,0,3,105.2,4400.75,0,104.7797619047619
5986,72,0,2,4,111.95,8033.1,1,111.57083333333334
5987,62,0,2,4,19.85,1253.65,1,20.220161290322583
5988,6,0,0,3,89.75,552.65,1,92.10833333333332
5989,48,0,2,1,20.05,1036.0,1,21.58333333333333
5990,35,0,2,3,108.95,4025.5,1,115.01428571428572
5991,52,0,1,2,19.65,928.4,1,17.853846153846153
5992,1,1,0,1,24.9,24.9,1,24.9
5993,6,0,0,3,82.85,460.25,0,76.70833333333333
5994,71,0,2,2,93.2,6506.15,1,91.63591549295774
5995,67,0,1,4,84.8,5598.3,1,83.55671641791045
5996,60,0,1,3,71.75,4374.55,1,72.90916666666666
5997,23,1,0,4,30.35,678.75,1,29.51086956521739
5998,39,1,1,4,54.85,2191.7,1,56.197435897435895
5999,15,0,1,1,19.5,239.75,1,15.983333333333333
6000,53,0,0,3,103.85,5485.5,0,103.5
6001,24,0,2,1,24.2,609.05,1,25.37708333333333
6002,37,0,0,3,19.35,683.75,1,18.47972972972973
6003,5,0,0,3,83.6,404.2,0,80.84
6004,50,0,1,3,100.65,5189.75,1,103.795
6005,54,0,1,2,94.1,5060.9,1,93.72037037037036
6006,3,0,0,3,74.55,233.65,1,77.88333333333334
6007,68,0,1,3,108.45,7176.55,0,105.5375
6008,5,0,0,3,56.15,291.45,1,58.29
6009,33,0,2,1,20.35,689.75,1,20.901515151515152
6010,41,0,1,3,80.55,3263.9,1,79.60731707317073
6011,34,1,1,1,61.25,1993.2,1,58.62352941176471
6012,13,0,0,1,20.45,254.5,1,19.57692307692308
6013,20,0,0,2,18.9,347.65,1,17.3825
6014,51,0,2,2,19.6,967.9,1,18.97843137254901
6015,3,0,0,2,91.5,242.95,0,80.98333333333333
6016,41,0,0,4,45.2,1841.9,1,44.92439024390245
6017,13,0,0,2,19.45,232.1,1,17.853846153846153
6018,35,0,2,4,25.45,809.25,1,23.12142857142857
6019,12,0,0,4,80.85,866.45,0,72.20416666666667
6020,4,0,0,1,94.9,360.55,1,90.1375
6021,43,1,0,4,49.05,2076.2,0,48.28372093023256
6022,12,1,0,1,29.3,355.9,1,29.65833333333333
6023,68,0,0,3,105.3,7299.65,0,107.34779411764706
6024,25,0,0,3,88.95,2291.2,0,91.648
6025,7,0,1,1,20.25,129.15,1,18.45
6026,66,0,1,3,110.85,7491.75,0,113.51136363636364
6027,53,0,1,3,110.5,5835.5,1,110.10377358490568
6028,63,0,0,4,109.4,7031.45,1,111.61031746031746
6029,70,0,2,4,114.2,7723.9,0,110.34142857142857
6030,27,1,0,4,36.5,1032.0,0,38.22222222222222
6031,1,0,0,1,70.75,70.75,0,70.75
6032,5,0,0,1,19.95,109.6,1,21.92
6033,37,0,1,1,19.6,727.8,1,19.67027027027027
6034,3,1,0,1,40.15,130.75,0,43.583333333333336
6035,12,0,0,3,76.6,893.0,1,74.41666666666667
6036,38,0,1,2,19.6,763.1,1,20.08157894736842
6037,9,0,0,2,85.3,781.4,1,86.82222222222222
6038,13,0,0,3,65.85,902.25,1,69.40384615384616
6039,29,0,0,3,94.45,2653.65,0,91.5051724137931
6040,47,0,2,2,20.05,1016.7,1,21.631914893617022
6041,61,0,0,4,99.4,5943.65,1,97.43688524590164
6042,16,0,0,1,20.0,275.7,1,17.23125
6043,41,0,2,3,78.45,3126.45,1,76.25487804878048
6044,43,0,2,3,25.1,1070.15,1,24.887209302325584
6045,36,0,0,4,97.35,3457.9,0,96.05277777777778
6046,6,0,0,3,55.0,340.4,1,56.73333333333333
6047,58,0,1,2,71.1,4299.2,1,74.12413793103448
6048,19,0,0,2,61.55,1093.2,1,57.53684210526316
6049,11,0,0,4,45.9,521.9,1,47.44545454545455
6050,39,1,1,4,40.3,1630.4,1,41.805128205128206
6051,8,0,0,3,87.1,713.6,1,89.2
6052,26,0,0,1,49.5,1265.65,1,48.67884615384616
6053,53,0,0,2,73.8,4003.85,1,75.5443396226415
6054,70,0,2,1,19.2,1401.4,1,20.02
6055,1,1,0,1,45.3,45.3,0,45.3
6056,59,0,2,1,25.0,1510.5,1,25.60169491525424
6057,2,0,0,3,94.95,178.1,0,89.05
6058,7,1,1,1,35.3,264.8,1,37.82857142857143
6059,12,0,0,3,44.55,480.6,0,40.05
6060,59,0,1,2,76.75,4541.9,1,76.98135593220339
6061,61,0,2,4,81.0,4976.15,1,81.57622950819672
6062,72,0,2,4,105.55,7542.25,1,104.75347222222224
6063,13,0,0,1,18.8,251.25,1,19.32692307692308
6064,64,0,1,1,24.9,1595.5,1,24.9296875
6065,1,1,0,3,23.45,23.45,0,23.45
6066,10,0,1,1,64.9,685.55,1,68.55499999999999
6067,65,0,1,4,61.35,3874.1,1,59.60153846153846
6068,62,0,2,1,113.95,6891.4,1,111.1516129032258
6069,55,0,1,3,90.15,4916.95,1,89.3990909090909
6070,25,0,0,3,54.1,1373.0,1,54.92
6071,1,1,0,1,29.7,29.7,0,29.7
6072,1,0,0,2,49.8,49.8,1,49.8
6073,59,0,0,3,101.1,6039.9,0,102.37118644067796
6074,64,0,2,4,24.4,1548.65,1,24.19765625
6075,36,0,0,4,95.0,3440.25,1,95.5625
6076,3,0,0,1,50.65,151.3,0,50.43333333333334
6077,61,0,2,1,69.9,4226.7,1,69.29016393442623
6078,26,1,1,4,39.95,1023.75,1,39.375
6079,1,0,0,3,55.4,55.4,0,55.4
6080,1,0,0,3,90.6,90.6,0,90.6
6081,68,0,2,2,103.25,7074.4,1,104.03529411764706
6082,2,0,0,1,86.85,156.35,0,78.175
6083,72,0,2,4,94.25,6849.75,1,95.13541666666669
6084,71,1,2,3,47.05,3263.6,1,45.96619718309859
6085,57,0,2,2,20.55,1252.85,1,21.979824561403507
6086,4,0,0,1,19.65,67.55,1,16.8875
6087,1,0,0,3,70.2,70.2,1,70.2
6088,72,0,2,2,81.0,5750.0,1,79.86111111111111
6089,21,0,1,4,75.9,1549.75,1,73.79761904761905
6090,71,0,2,4,24.7,1810.55,1,25.50070422535212
6091,29,0,0,4,99.05,2952.85,0,101.82241379310344
6092,69,0,2,2,110.25,7467.55,1,108.22536231884058
6093,64,0,2,2,85.0,5484.4,1,85.69375
6094,16,0,0,2,19.75,294.9,1,18.43125
6095,4,0,1,3,23.9,97.5,1,24.375
6096,52,0,1,2,111.25,5916.45,0,113.7778846153846
6097,2,0,0,1,55.1,113.35,0,56.675
6098,1,0,0,1,19.95,19.95,1,19.95
6099,18,1,0,1,25.15,476.8,1,26.48888888888889
6100,2,0,0,1,54.15,101.65,1,50.825
6101,19,0,0,1,59.8,1130.85,1,59.51842105263157
6102,40,0,0,4,83.85,3532.25,1,88.30625
6103,66,0,1,3,104.9,6891.45,1,104.41590909090908
6104,21,0,0,1,75.3,1570.7,1,74.79523809523809
6105,8,0,0,3,66.65,520.95,1,65.11875
6106,72,0,2,2,109.5,7854.9,1,109.09583333333332
6107,48,0,1,4,73.85,3581.4,1,74.6125
6108,69,0,2,4,19.3,1447.9,1,20.984057971014494
6109,72,0,2,3,118.2,8547.15,1,118.71041666666666
6110,14,0,1,2,51.45,727.85,1,51.989285714285714
6111,6,0,0,3,59.45,357.6,1,59.6
6112,8,0,2,4,19.5,159.35,1,19.91875
6113,17,0,1,1,19.55,280.85,1,16.52058823529412
6114,65,0,1,3,93.55,6069.25,1,93.37307692307692
6115,57,0,1,1,59.3,3274.35,1,57.444736842105264
6116,13,0,0,2,102.25,1359.0,0,104.53846153846152
6117,19,0,0,2,95.9,1777.9,0,93.57368421052632
6118,56,0,1,4,109.8,6109.65,1,109.10089285714284
6119,14,0,0,3,78.1,1122.4,1,80.17142857142858
6120,52,1,0,3,39.9,2020.9,1,38.86346153846154
6121,58,0,2,2,64.9,3795.45,1,65.43879310344828
6122,47,0,0,3,95.05,4504.55,0,95.84148936170212
6123,67,1,0,2,53.4,3579.15,1,53.42014925373135
6124,2,1,0,2,24.9,49.7,1,24.85
6125,6,0,0,2,44.7,276.5,1,46.083333333333336
6126,71,0,2,4,114.0,8175.9,1,115.15352112676057
6127,46,0,2,4,20.25,890.35,1,19.355434782608697
6128,5,0,0,2,53.85,259.8,0,51.96
6129,67,0,0,4,83.85,5588.8,1,83.41492537313434
6130,3,0,0,4,20.2,50.6,1,16.866666666666667
6131,3,0,0,1,19.95,58.0,1,19.33333333333333
6132,52,0,0,3,104.2,5568.35,0,107.08365384615384
6133,42,0,0,3,50.25,2203.65,0,52.46785714285714
6134,50,0,1,1,20.35,938.95,1,18.779
6135,23,0,0,3,90.0,2024.1,1,88.00434782608696
6136,67,1,2,2,54.2,3623.95,1,54.08880597014925
6137,25,0,0,3,99.5,2369.05,0,94.762
6138,39,0,1,1,99.1,3877.95,1,99.43461538461538
6139,69,0,2,1,66.9,4577.9,1,66.3463768115942
6140,1,1,1,1,25.85,25.85,1,25.85
6141,32,0,0,3,91.05,2871.5,1,89.734375
6142,9,0,0,3,71.0,672.55,0,74.72777777777777
6143,16,0,0,2,93.2,1573.7,0,98.35625
6144,60,0,2,4,20.95,1270.55,1,21.175833333333333
6145,72,0,2,4,109.2,7711.45,1,107.10347222222222
6146,5,0,0,1,19.35,126.05,0,25.21
6147,26,0,0,2,85.8,2193.65,1,84.37115384615385
6148,3,0,0,1,19.85,64.55,0,21.516666666666666
6149,2,0,0,3,19.65,31.2,1,15.6
6150,2,0,1,4,20.5,38.25,1,19.125
6151,36,0,1,2,89.65,3348.1,1,93.00277777777778
6152,7,0,0,1,74.35,533.6,1,76.22857142857143
6153,60,1,2,2,49.45,2907.55,1,48.45916666666667
6154,19,0,0,3,89.1,1620.8,1,85.30526315789473
6155,45,0,2,2,75.15,3480.35,1,77.3411111111111
6156,4,0,0,3,70.65,293.85,1,73.4625
6157,31,0,0,3,104.2,3243.45,0,104.62741935483872
6158,47,0,0,3,90.05,4137.2,1,88.02553191489362
6159,1,0,0,3,79.25,79.25,0,79.25
6160,1,0,0,4,44.9,44.9,0,44.9
6161,1,0,0,2,19.4,19.4,1,19.4
6162,59,0,0,2,88.75,5348.65,1,90.65508474576272
6163,10,0,0,3,70.1,659.65,0,65.965
6164,35,0,0,2,91.0,3180.5,1,90.87142857142857
6165,4,1,0,3,29.65,118.5,0,29.625
6166,32,0,1,3,90.8,3023.85,1,94.4953125
6167,43,0,0,3,77.85,3365.85,0,78.27558139534884
6168,4,0,0,3,54.3,195.3,0,48.825
6169,54,0,2,1,18.95,1031.1,1,19.09444444444444
6170,11,0,0,4,95.15,997.65,0,90.69545454545454
6171,66,0,2,4,102.4,6471.85,1,98.05833333333334
6172,61,0,1,3,99.9,6241.35,1,102.31721311475413
6173,72,0,2,2,88.7,6501.35,1,90.29652777777778
6174,44,1,1,3,54.3,2317.1,1,52.66136363636363
6175,41,0,0,4,55.7,2237.55,1,54.57439024390244
6176,50,0,1,3,103.95,5231.3,1,104.626
6177,47,0,1,2,110.85,5275.8,0,112.25106382978724
6178,8,0,2,1,20.15,165.5,1,20.6875
6179,18,0,0,1,20.05,358.5,1,19.916666666666668
6180,72,0,2,2,91.95,6614.9,1,91.8736111111111
6181,1,0,0,3,80.5,80.5,0,80.5
6182,42,0,0,3,55.65,2421.75,1,57.660714285714285
6183,18,0,0,3,74.7,1294.6,1,71.92222222222222
6184,13,0,1,2,104.15,1299.1,1,99.93076923076924
6185,68,0,1,4,83.65,5733.4,1,84.31470588235294
6186,4,0,0,4,72.2,305.55,0,76.3875
6187,69,0,2,2,110.05,7430.75,1,107.69202898550724
6188,17,0,0,1,51.5,900.5,0,52.97058823529412
6189,25,0,2,2,25.5,630.6,1,25.224
6190,43,0,0,1,89.55,3856.75,0,89.69186046511628
6191,59,0,2,2,19.5,1222.65,1,20.72288135593221
6192,5,0,0,3,80.7,374.8,1,74.96000000000001
6193,21,0,1,1,77.5,1625.0,0,77.38095238095238
6194,69,0,1,2,105.1,7234.8,1,104.85217391304349
6195,13,1,0,4,25.15,331.85,1,25.52692307692308
6196,42,0,0,4,95.25,3959.35,0,94.2702380952381
6197,52,0,0,2,95.65,5088.4,1,97.85384615384616
6198,46,0,0,3,85.0,3969.4,0,86.29130434782608
6199,61,0,2,4,80.8,4860.85,1,79.68606557377049
6200,29,1,1,1,24.85,788.05,1,27.17413793103448
6201,25,0,1,2,54.75,1266.35,1,50.654
6202,5,0,0,3,85.75,470.95,0,94.19
6203,15,1,1,3,50.75,688.2,1,45.88
6204,19,0,2,1,20.15,387.7,1,20.405263157894737
6205,44,0,2,1,20.05,845.25,1,19.21022727272728
6206,6,0,0,3,98.25,560.6,0,93.43333333333334
6207,58,0,2,2,71.6,4230.25,1,72.9353448275862
6208,62,0,1,2,81.45,4983.05,1,80.37177419354839
6209,70,1,1,4,58.4,4113.15,1,58.75928571428571
6210,1,1,0,1,25.7,25.7,0,25.7
6211,10,1,2,2,53.7,521.0,1,52.1
6212,26,0,1,4,19.6,471.85,1,18.148076923076925
6213,66,0,0,2,89.4,5976.9,1,90.5590909090909
6214,7,0,0,3,69.0,506.9,0,72.41428571428571
6215,51,0,1,4,84.2,4299.75,1,84.30882352941177
6216,72,0,2,2,106.1,7548.6,1,104.84166666666668
6217,65,0,2,1,25.75,1654.75,1,25.45769230769231
6218,2,0,0,4,46.05,80.35,0,40.175
6219,70,0,1,4,64.95,4551.5,1,65.02142857142857
6220,72,0,2,2,85.45,6227.5,1,86.49305555555556
6221,1,0,0,1,20.05,20.05,1,20.05
6222,1,0,0,1,76.4,76.4,0,76.4
6223,5,0,0,3,100.5,514.0,0,102.8
6224,3,0,0,1,20.7,57.5,1,19.166666666666668
6225,58,0,2,2,25.3,1474.35,1,25.419827586206896
6226,22,1,0,1,40.05,880.2,0,40.00909090909091
6227,33,0,0,4,100.6,3270.25,1,99.09848484848484
6228,1,0,0,3,69.95,69.95,0,69.95
6229,54,0,0,4,74.0,3919.15,1,72.57685185185186
6230,72,0,2,3,99.4,7285.7,1,101.19027777777778
6231,1,0,0,3,93.3,93.3,0,93.3
6232,3,0,0,3,49.15,169.05,0,56.35
6233,72,0,2,2,107.45,7658.3,1,106.36527777777778
6234,72,0,2,2,83.6,5959.3,1,82.76805555555556
6235,54,0,0,2,99.05,5295.7,1,98.06851851851852
6236,59,0,1,3,80.1,4693.2,1,79.5457627118644
6237,54,0,2,4,65.3,3512.9,1,65.0537037037037
6238,60,0,2,3,89.55,5231.2,1,87.18666666666667
6239,60,1,2,2,60.8,3603.45,1,60.0575
6240,3,0,0,3,74.5,217.45,1,72.48333333333333
6241,69,0,2,4,99.15,6875.35,1,99.6427536231884
6242,1,0,0,3,19.25,19.25,1,19.25
6243,50,1,0,2,39.45,2021.35,1,40.427
6244,56,1,0,2,44.85,2564.95,1,45.802678571428565
6245,60,0,2,3,97.2,5611.75,1,93.52916666666668
6246,69,0,1,1,110.55,7610.1,1,110.2913043478261
6247,1,1,0,1,35.05,35.05,0,35.05
6248,1,0,0,3,73.0,73.0,0,73.0
6249,3,0,0,1,19.9,45.75,1,15.25
6250,60,0,2,4,76.95,4543.95,1,75.7325
6251,13,1,2,1,35.4,450.4,1,34.646153846153844
6252,62,0,2,4,20.45,1297.35,1,20.925
6253,45,0,1,4,96.75,4442.75,1,98.72777777777776
6254,25,1,1,3,54.2,1423.15,1,56.926
6255,44,0,2,4,100.1,4378.35,1,99.50795454545457
6256,2,0,0,1,45.25,74.2,1,37.1
6257,33,0,0,2,83.85,2716.3,0,82.31212121212121
6258,1,0,0,3,70.1,70.1,0,70.1
6259,22,0,1,4,20.85,450.65,1,20.48409090909091
6260,35,1,0,1,33.45,1175.85,1,33.59571428571428
6261,29,0,2,1,20.2,558.8,1,19.268965517241377
6262,27,0,1,3,85.9,2220.1,1,82.22592592592592
6263,54,0,1,3,61.0,3283.05,1,60.797222222222224
6264,2,0,0,3,70.65,142.35,0,71.175
6265,57,0,1,3,86.9,4939.25,1,86.65350877192982
6266,62,0,2,4,69.4,4237.5,1,68.34677419354838
6267,15,0,1,2,20.35,335.95,1,22.396666666666665
6268,2,0,0,1,20.35,33.2,0,16.6
6269,70,0,2,4,104.3,7188.5,1,102.69285714285714
6270,21,0,0,3,44.95,926.25,1,44.10714285714285
6271,23,0,1,3,49.45,1119.35,1,48.667391304347824
6272,6,0,1,1,20.6,116.6,1,19.433333333333334
6273,4,0,2,2,19.55,68.8,1,17.2
6274,3,0,0,2,99.0,287.4,0,95.8
6275,23,0,0,3,93.5,2341.55,1,101.80652173913045
6276,26,1,1,2,54.55,1362.85,1,52.41730769230769
6277,8,0,0,1,20.05,163.6,1,20.45
6278,26,0,0,3,83.95,2254.2,0,86.69999999999999
6279,2,0,0,3,79.45,145.15,1,72.575
6280,67,0,2,2,116.2,7752.3,0,115.70597014925372
6281,71,0,2,4,93.7,6585.35,0,92.75140845070425
6282,59,0,1,2,79.85,4786.1,1,81.12033898305086
6283,39,0,1,3,100.0,3835.55,1,98.3474358974359
6284,21,0,2,1,19.6,397.0,1,18.904761904761905
6285,1,0,0,1,19.7,19.7,0,19.7
6286,48,0,2,4,20.2,1027.25,1,21.401041666666668
6287,31,1,1,2,50.4,1580.1,1,50.97096774193548
6288,64,0,1,3,113.35,7222.75,1,112.85546875
6289,46,0,0,4,80.0,3769.7,1,81.95
6290,52,0,2,4,80.95,4233.95,1,81.42211538461538
6291,67,0,2,1,24.9,1680.25,1,25.078358208955223
6292,67,0,0,3,54.9,3725.5,1,55.6044776119403
6293,5,0,0,3,75.55,413.65,0,82.72999999999999
6294,71,0,2,3,109.25,7707.7,1,108.55915492957746
6295,9,0,0,4,77.65,714.15,0,79.35
6296,26,0,0,3,95.0,2497.2,0,96.04615384615384
6297,71,0,1,4,116.3,8309.55,1,117.03591549295774
6298,32,0,0,4,19.9,601.55,1,18.7984375
6299,2,0,0,3,70.35,139.25,1,69.625
